,W/L,Player,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
368,W,Darius Harris,<avgInt,<avgTgt,<avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
369,W,Bryan Cook,<avgInt,<avgTgt,<avgCmp,>avgCmp%,<avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
370,W,Chris Jones,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,>avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
371,W,Carlos Dunlap,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
372,W,Justin Reid,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,>avgDADOT,<avgAir,<avgYAC,>avgBltz,>avgHrry,<avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
373,W,Michael Danna,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,<avgComb,>avgMTkl,>avgMTkl%
374,W,George Karlaftis III,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,<avgQBKD,>avgSk,>avgPrss,<avgComb,>avgMTkl,>avgMTkl%
375,W,Frank Clark,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
376,W,Khalen Saunders,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
377,W,Derrick Nnadi,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,<avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
414,W,Juan Thornhill,<avgInt,<avgTgt,<avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
415,W,Joshua Williams,<avgInt,<avgTgt,<avgCmp,>avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
416,W,Justin Reid,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
417,W,Willie Gay Jr.,<avgInt,<avgTgt,<avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,>avgMTkl,>avgMTkl%
418,W,Leo Chenal,<avgInt,<avgTgt,<avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,>avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
419,W,Nick Bolton,<avgInt,<avgTgt,<avgCmp,>avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
420,W,Chris Jones,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,<avgQBKD,>avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
421,W,Carlos Dunlap,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,<avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
422,W,George Karlaftis III,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,<avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
423,W,Khalen Saunders,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
424,W,L'Jarius Sneed,<avgInt,>avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,>avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,<avgQBKD,<avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
425,W,Michael Danna,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,>avgHrry,<avgQBKD,<avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
426,W,Derrick Nnadi,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
427,W,Trent McDuffie,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,>avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
428,W,Jaylen Watson,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,>avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
429,W,L'Jarius Sneed,<avgInt,>avgTgt,>avgCmp,<avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,>avgBltz,<avgHrry,>avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
430,W,Jaylen Watson,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,>avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
431,W,Justin Reid,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,>avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
432,W,Rashad Fenton,<avgInt,>avgTgt,>avgCmp,<avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
433,W,Bryan Cook,<avgInt,>avgTgt,>avgCmp,<avgCmp%,>avgYds,>avgYds/Cmp,<avgYds/Tgt,>avgTD,>avgRat,>avgDADOT,>avgAir,<avgYAC,>avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
434,W,Tershawn Wharton,<avgInt,<avgTgt,>avgCmp,>avgCmp%,<avgYds,<avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,<avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
435,W,Nick Bolton,<avgInt,>avgTgt,>avgCmp,<avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,>avgAir,>avgYAC,>avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
436,W,Juan Thornhill,<avgInt,>avgTgt,>avgCmp,<avgCmp%,<avgYds,>avgYds/Cmp,<avgYds/Tgt,>avgTD,>avgRat,>avgDADOT,>avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
437,W,Darius Harris,<avgInt,>avgTgt,>avgCmp,<avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,>avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
438,W,George Karlaftis III,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,>avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
439,W,Frank Clark,<avgInt,<avgTgt,<avgCmp,>avgCmp%,<avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
440,W,Chris Jones,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
441,W,Carlos Dunlap,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
472,W,L'Jarius Sneed,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,>avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,>avgBltz,>avgHrry,<avgQBKD,<avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
473,W,Trent McDuffie,<avgInt,>avgTgt,>avgCmp,<avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
474,W,Justin Reid,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,>avgMTkl,>avgMTkl%
475,W,Jaylen Watson,<avgInt,<avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
476,W,Juan Thornhill,<avgInt,>avgTgt,>avgCmp,<avgCmp%,>avgYds,>avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,>avgDADOT,>avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
477,W,Joshua Williams,<avgInt,>avgTgt,>avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
478,W,Nick Bolton,<avgInt,>avgTgt,>avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,>avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
479,W,Chris Jones,<avgInt,<avgTgt,<avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
480,W,Willie Gay Jr.,<avgInt,<avgTgt,<avgCmp,>avgCmp%,<avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,<avgAir,<avgYAC,>avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
481,W,Carlos Dunlap,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
482,W,Khalen Saunders,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
483,W,Leo Chenal,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,>avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
484,W,Willie Gay Jr.,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,<avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
485,W,Nick Bolton,>avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
486,W,Joshua Williams,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,>avgMTkl,>avgMTkl%
487,W,Jaylen Watson,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,>avgMTkl,>avgMTkl%
488,W,Justin Reid,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,<avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
489,W,Bryan Cook,<avgInt,>avgTgt,>avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,>avgTD,>avgRat,>avgDADOT,>avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
490,W,Trent McDuffie,<avgInt,>avgTgt,>avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,>avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,>avgMTkl,>avgMTkl%
491,W,Chris Jones,<avgInt,<avgTgt,<avgCmp,>avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,>avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,>avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
492,W,Juan Thornhill,<avgInt,<avgTgt,<avgCmp,>avgCmp%,>avgYds,>avgYds/Cmp,>avgYds/Tgt,>avgTD,>avgRat,>avgDADOT,>avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,<avgComb,<avgMTkl,<avgMTkl%
493,W,L'Jarius Sneed,<avgInt,>avgTgt,<avgCmp,<avgCmp%,<avgYds,>avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,>avgDADOT,>avgAir,<avgYAC,>avgBltz,<avgHrry,<avgQBKD,<avgSk,<avgPrss,>avgComb,<avgMTkl,<avgMTkl%
494,W,Michael Danna,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,<avgQBKD,>avgSk,>avgPrss,>avgComb,<avgMTkl,<avgMTkl%
495,W,George Karlaftis III,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
496,W,Frank Clark,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
497,W,Leo Chenal,<avgInt,<avgTgt,<avgCmp,<avgCmp%,<avgYds,<avgYds/Cmp,<avgYds/Tgt,<avgTD,<avgRat,<avgDADOT,<avgAir,<avgYAC,<avgBltz,<avgHrry,>avgQBKD,<avgSk,>avgPrss,<avgComb,<avgMTkl,<avgMTkl%
